"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0050865","BP","GO:0050865","regulation of cell activation",355,-0.555302227486036,-1.99076244831692,1e-10,2.40925925925926e-08,1.77933723196881e-08,1595,"tags=29%, list=15%, signal=26%","Itpkb/Scrib/Txk/Stat5b/Slc7a1/Cd44/Sos1/Atp11c/Vps33b/Stap1/Milr1/Samsn1/Cd55/Lrrc32/Malt1/Bcl6/Mfsd2b/Bcl2/Kat2a/Adk/Tnip2/Zc3h8/Fanca/Ticam1/Stat5a/Mfhas1/Jak2/Fas/Mlh1/Tnfrsf9/Cd244a/Foxo3/Il4ra/Nr4a3/H2-DMa/Cd4/Zfp609/Il6st/Itgam/Rora/Runx1/Il4i1/Fancd2/Vav3/Tcf7/Shld1/Arg2/Emilin2/Ldlr/Sh3rf1/Axl/Pparg/Tox/Ripor2/Zbtb7b/Fcer1g/Gpr137b/Pram1/Tyrobp/Il2/Il7r/Irs2/Ighm/Dusp10/Zbtb46/Ahr/Zfp36l1/Grn/Cd80/Lyn/Lmo4/Nod2/Prnp/Gab2/Tirap/Il6ra/Tnfrsf21/Anxa1/Nlrp3/Cd9/Cd81/Tff2/H2-Ab1/Il1a/H2-Eb1/Mmp14/Apoe/Cd74/Cd24a/Mef2c/Thbs1/Syk/Il1b/H2-Aa/Hes1/Fn1/Il18/H2-DMb1/Pla2g4a/Fer/F11r/Sox4/Tlr4/Zfp608"
"GO:0001568","BP","GO:0001568","blood vessel development",345,-0.555253028320314,-1.98645381389722,1e-10,2.40925925925926e-08,1.77933723196881e-08,1008,"tags=23%, list=10%, signal=21%","Cela1/Pkd2/Map2k5/Ccm2/Rbpj/Pecam1/Fuz/Gadd45a/Junb/Rora/Runx1/Tcf4/Vav3/Jun/Emilin2/Ldlr/Nox1/Pparg/Vav2/Ptk2/Rhob/S100a1/Prcp/Jcad/Rgcc/Egf/Gpx1/Tgfbr1/Prickle1/Serpine1/Meis1/Ramp1/Myo1e/Ahr/Zfp36l1/Hpse/Itgav/Grn/Tnfsf12/Vegfa/Calcrl/Bmpr2/Tnfrsf12a/Pik3r2/Lif/Hhex/Ctsh/Il6ra/Anxa1/Adamts6/Adam15/Cald1/Stab1/Klf4/Il1a/Lrp1/Apoe/Rin2/Plau/Mef2c/Thbs1/Syk/Anxa3/Nrp2/Hdac9/Ptgs2/Il1b/Hes1/Fn1/Il18/Eng/F3/Itga5/Id1/Anpep/Sox4/Tcf7l2/Tnfaip2/Arhgap22"
"GO:0007155","BP","GO:0007155","cell adhesion",571,-0.542159417337169,-1.97513621521122,1e-10,2.40925925925926e-08,1.77933723196881e-08,1195,"tags=23%, list=11%, signal=22%","Cyth3/Bcl2/Adk/Zc3h8/Kifap3/Serpini1/Stat5a/Ppm1f/Dusp1/Jak2/Cd244a/Plaur/Foxo3/Tesk2/Ift74/Il4ra/Megf9/Map2k5/Nr4a3/Rbpj/H2-DMa/Pecam1/Cd4/Zfp609/Il6st/Itgam/Pard3b/Runx1/Il4i1/Cd2ap/Nt5e/Afdn/Vav3/Arg2/Emilin2/Axl/Atrnl1/Slc39a8/Ripor2/Zbtb7b/Ptk2/Rhob/Jcad/Rgcc/Src/Il2/Il7r/Serpine1/Dusp10/Dlg4/Ass1/Zfp36l1/Hpse/Wdpcp/Itgav/Palld/Vegfa/Nectin1/Fndc3b/Spp1/Gsn/Cd80/Ext1/Lyn/Tnfrsf12a/Ston1/Pik3r2/Il1rn/Ccdc80/Gcnt2/Lif/Prnp/Il6ra/Tiam1/Swap70/Tnfrsf21/Itgae/Anxa1/Myadm/St6gal1/Nlrp3/Adam15/Dscaml1/Frmd5/Cd9/Stab1/Rnd1/Cd81/Klf4/App/Tgm2/H2-Ab1/Dst/Cask/Il1a/H2-Eb1/Mmp14/Spon1/Lrp1/Cd74/Rin2/Carmil1/Plxnb2/Stx3/Plau/Plcb1/Cd24a/Thbs1/Syk/Il1b/H2-Aa/Cd63/Hes1/Fn1/Il18/Edil3/Marcks/Eng/H2-DMb1/Itga5/Nrg1/Dab2/Adgrl3/Slc7a11/Zfhx3/Fer/F11r/Ctnnd1/Arhgap6/Cadm1/Sox4/Zfp608"
"GO:0002694","BP","GO:0002694","regulation of leukocyte activation",334,-0.550169597163262,-1.9647531420886,1e-10,2.40925925925926e-08,1.77933723196881e-08,1194,"tags=24%, list=11%, signal=22%","Bcl2/Kat2a/Adk/Tnip2/Zc3h8/Fanca/Ticam1/Stat5a/Mfhas1/Jak2/Fas/Mlh1/Tnfrsf9/Cd244a/Foxo3/Il4ra/Nr4a3/H2-DMa/Cd4/Zfp609/Il6st/Itgam/Rora/Runx1/Il4i1/Fancd2/Vav3/Tcf7/Shld1/Arg2/Ldlr/Sh3rf1/Axl/Pparg/Tox/Ripor2/Zbtb7b/Fcer1g/Gpr137b/Pram1/Tyrobp/Il2/Il7r/Irs2/Ighm/Dusp10/Zbtb46/Ahr/Zfp36l1/Grn/Cd80/Lyn/Nod2/Prnp/Gab2/Tirap/Tnfrsf21/Anxa1/Nlrp3/Cd81/Tff2/H2-Ab1/Il1a/H2-Eb1/Mmp14/Cd74/Cd24a/Mef2c/Thbs1/Syk/Il1b/H2-Aa/Hes1/Fn1/Il18/H2-DMb1/Pla2g4a/Fer/Sox4/Tlr4/Zfp608"
"GO:0035239","BP","GO:0035239","tube morphogenesis",429,-0.54317916276215,-1.96417430730094,1e-10,2.40925925925926e-08,1.77933723196881e-08,1008,"tags=23%, list=10%, signal=21%","Cela1/Zeb2/Ift122/Pkd2/Map2k5/Nr4a3/Ccm2/Rbpj/Pecam1/Fuz/Gadd45a/Ctsz/Junb/Tctn1/Rora/Runx1/Tcf4/Ncoa3/Stk3/Vav3/Tcf7/Foxp1/Jun/Emilin2/Ldlr/Nox1/Pparg/Vav2/Etv5/Ptk2/Rhob/S100a1/Prcp/Jcad/Rgcc/Src/Egf/Gpx1/Ift172/Tgfbr1/Prickle1/Serpine1/Meis1/Ramp1/Myo1e/Ahr/Zfp36l1/Hpse/Itgav/Grn/Tnfsf12/Vegfa/Calcrl/Bmpr2/Ext1/Lmo4/Tnfrsf12a/Pik3r2/Lif/Hhex/Ctsh/Anxa1/Adam15/Cald1/Stab1/Mtss1/Klf4/Tgm2/Il1a/Mmp14/Lrp1/Apoe/Enah/Rin2/Plxnb2/Plau/Mef2c/Thbs1/Syk/Anxa3/Nrp2/Hdac9/Ptgs2/Il1b/Hes1/Fn1/Il18/Eng/F3/Itga5/Id1/Anpep/Sox4/Tcf7l2/Tnfaip2/Pbx1/Arhgap22"
"GO:0001944","BP","GO:0001944","vasculature development",365,-0.541409012743308,-1.94595339461403,1e-10,2.40925925925926e-08,1.77933723196881e-08,1008,"tags=22%, list=10%, signal=21%","Cela1/Pkd2/Map2k5/Ccm2/Rbpj/Pecam1/Fuz/Gadd45a/Junb/Rora/Runx1/Immp2l/Tcf4/Vav3/Jun/Emilin2/Ldlr/Nox1/Pparg/Vav2/Ptk2/Rhob/S100a1/Prcp/Jcad/Rgcc/Egf/Gpx1/Tgfbr1/Prickle1/Serpine1/Meis1/Ramp1/Myo1e/Ahr/Zfp36l1/Hpse/Itgav/Grn/Tnfsf12/Vegfa/Calcrl/Bmpr2/Tnfrsf12a/Pik3r2/Lif/Hhex/Ctsh/Il6ra/Anxa1/Adamts6/Adam15/Cald1/Stab1/Klf4/Il1a/Lrp1/Apoe/Rin2/Plau/Mef2c/Thbs1/Syk/Anxa3/Nrp2/Hdac9/Ptgs2/Il1b/Hes1/Fn1/Il18/Eng/F3/Itga5/Id1/Anpep/Sox4/Tcf7l2/Tnfaip2/Arhgap22"
"GO:0016477","BP","GO:0016477","cell migration",747,-0.513547885777629,-1.8797188649161,1e-10,2.40925925925926e-08,1.77933723196881e-08,974,"tags=21%, list=9%, signal=21%","Plekhg3/Megf9/Map2k5/Prag1/Nr4a3/Pecam1/Fuz/Gadd45a/Prss2/Trp53inp1/Gna12/Zfp609/Elp3/Wdr62/Il6st/Itgam/Abcc1/Try5/Cd2ap/Afdn/Vav3/Foxp1/Pikfyve/Jun/Emilin2/Sh3rf1/Axl/Atrnl1/Mgat5/Nox1/Pparg/Scarb1/Vav2/Ripor2/Atn1/Ptk2/Rhob/Cdkl5/Fcer1g/Prcp/Prr5/Rffl/Jcad/Rapgef4/Rgcc/Usp33/Arhgap5/Src/Plekho1/Egf/Gpx1/Lmna/Irs2/Plcg2/Tgfbr1/Serpine1/Dusp10/Strip2/Ccr9/Insr/Hpse/Wdpcp/Itgav/Grn/Bambi/Palld/Lgmn/Vegfa/Bmpr2/Fndc3b/Spp1/Cep85l/Akap12/Cd151/Rnd3/Ext1/Lyn/Fcgr3/Lmo4/Nod2/Tnfrsf12a/Ston1/Pik3r2/Il1rn/Gcnt2/Gab2/Tirap/Ctsh/Tiam1/Swap70/Dock7/Anxa1/Myadm/Lrp12/Adam15/Frmd5/Cd9/Pld1/Igf1r/Plat/Rnd1/Fscn1/Cd81/Ccdc88a/Klf4/App/Cxcl2/Tff2/Il1r1/Dock4/Il1a/Mmp14/Ccr1/Lrp1/Apoe/Cd74/Mitf/Cxcl1/Rin2/Trib1/Carmil1/Tns3/Plxnb2/Plau/Plcb1/Cd24a/Mef2c/Thbs1/Igfbp3/Syk/Wwc2/Anxa3/Nrp2/Auts2/Hdac9/Mctp1/Ptgs2/Il1b/Pla2g7/Pstpip2/Cxcl16/Cd63/Hes1/Fn1/Il18/Eng/F3/Apbb2/Itga5/Nrg1/Fmnl2/Dab2/Adgrl3/Fer/F11r/Cadm1/Tlr4/Eps8"
"GO:0045597","BP","GO:0045597","positive regulation of cell differentiation",504,-0.51681850858799,-1.87600213903013,1e-10,2.40925925925926e-08,1.77933723196881e-08,1317,"tags=24%, list=12%, signal=22%","Bcl6/Asxl2/Ankrd27/Nr3c1/Rgs14/Cdon/Nf2/Tcf12/Bcl2/Kat2a/Rfx3/Adm/Stat5a/Wnt5b/Jak2/Pias2/Mmd/Foxo3/Zfp219/Xrcc4/Zeb2/Il4ra/H2-DMa/Cd4/Picalm/Junb/Zfp609/Wdr62/Il6st/Itgam/Runx1/Il4i1/Tcf4/Ncoa3/Stk3/Afdn/Eef2k/Jun/Pkdcc/Axl/Pparg/Tox/Ripor2/Crebl2/Fos/Etv5/Zbtb7b/Ptk2/Cdkl5/Tyrobp/Rgcc/Cyfip1/Lmna/Akap6/Il2/Il7r/Tgfbr1/Serpine1/Dusp10/Scin/Zbtb46/Pdlim7/Zfp36/Zfp36l1/Clu/Hpse/Socs2/Bambi/Vegfa/Bmpr2/Trip10/Fndc3b/Car2/Tmem64/Lyn/Ltbp3/Tnfrsf12a/Acvr2a/Gcnt2/Lif/Trf/Tiam1/Anxa1/Myadm/Nlrp3/App/Tgm2/Tiam2/Cask/Mmp14/Ccr1/Lrp1/Apoe/Cd74/Rin2/Trib1/Carmil1/Plxnb2/Plcb1/Cd24a/Mef2c/Cebpd/Igfbp3/Syk/Ptgs2/Il1b/Camk1/H2-Aa/Hes1/Fn1/Il18/Marcks/Eng/Sh3pxd2b/Nrg1/Dab2/Zfhx3/F11r/Sox4/Tcf7l2"
"GO:0035295","BP","GO:0035295","tube development",547,-0.515620659624053,-1.87591631750442,1e-10,2.40925925925926e-08,1.77933723196881e-08,1245,"tags=23%, list=12%, signal=22%","Esr1/Hipk2/Sema4c/Mthfd1/Nfia/Mthfr/Bcl2/Kat2a/Adm/Pofut1/Ttbk2/Zfp157/Ift88/Cela1/Zeb2/Ift122/Pkd2/Map2k5/Nr4a3/Ccm2/Rbpj/Pecam1/Psen2/Fuz/Gadd45a/Ctsz/Junb/Il6st/Tctn1/Rora/Runx1/Tcf4/Ncoa3/Stk3/Vav3/Tcf7/Foxp1/Jun/Ttc8/Plod3/Pkdcc/Arg2/Emilin2/Ldlr/Nox1/Pparg/Vav2/Etv5/Ptk2/Rhob/S100a1/Rbbp9/Prcp/Jcad/Rgcc/Src/Egf/Gpx1/Ift172/Tgfbr1/Prickle1/Serpine1/Meis1/Ramp1/Myo1e/Ahr/Zfp36l1/Hpse/Wdpcp/Itgav/Grn/Tnfsf12/Vegfa/Calcrl/Bmpr2/Fndc3b/Spp1/Tbc1d32/Ext1/Lmo4/Ltbp3/Tnfrsf12a/Pik3r2/Lif/Hhex/Ctsh/Anxa1/Adam15/Cald1/Stab1/Mtss1/Klf4/Tgm2/Rbp4/Il1a/Mmp14/Lrp1/Apoe/Enah/Rin2/Tns3/Plxnb2/Plau/Cd24a/Mef2c/Thbs1/Syk/Anxa3/Nrp2/Hdac9/Ptgs2/Il1b/Hes1/Fn1/Il18/Marcks/Eng/F3/Itga5/Slc7a11/Id1/Anpep/Sox4/Tcf7l2/Tnfaip2/Pbx1/Arhgap22"
"GO:0040011","BP","GO:0040011","locomotion",623,-0.510155281575981,-1.85804518372399,1e-10,2.40925925925926e-08,1.77933723196881e-08,974,"tags=22%, list=9%, signal=21%","Plekhg3/Map2k5/Prag1/Nr4a3/Klf7/Pecam1/Psen2/Fuz/Gadd45a/Rcan1/Trp53inp1/Gna12/Zfp609/Elp3/Wdr62/Il6st/Itgam/Abcc1/Afdn/Vav3/Foxp1/Pikfyve/Jun/Ttc8/Emilin2/Mgat5/Pparg/Ripor2/Ptk2/Rhob/Fcer1g/Prcp/Prr5/Rffl/Jcad/Rapgef4/Rgcc/Usp33/Arhgap5/Src/Cyfip1/Egf/Lmna/Irs2/Plcg2/Trio/Tgfbr1/Serpine1/Dusp10/Ccr9/Insr/Hpse/Wdpcp/Itgav/Grn/Lgmn/Vegfa/Bmpr2/Nectin1/Spp1/Akap12/Cd151/Ext1/Lyn/Fcgr3/Lmo4/Nod2/Pik3r2/Il1rn/Gcnt2/Gab2/Tirap/Ctsh/Trf/Tiam1/Swap70/Dock7/Anxa1/Myadm/Lrp12/St6gal1/Adam15/Dscaml1/Frmd5/Cd9/Pld1/Igf1r/Cd81/Klf4/App/Cxcl2/Tff2/Il1r1/Dock4/Il1a/Mmp14/Ccr1/Lrp1/Apoe/Cd74/Mitf/Cxcl1/Enah/Rin2/Trib1/Carmil1/Plxnb2/Stx3/Plau/Plcb1/Mef2c/Thbs1/Igfbp3/Syk/Anxa3/Nrp2/Hdac9/Mctp1/Ptgs2/Il1b/Pla2g7/Cxcl16/Cd63/Fn1/Il18/Eng/F3/Apbb2/Itga5/Nrg1/Dab2/Adgrl3/Fer/Tlr4"
"GO:0098590","CC","GO:0098590","plasma membrane region",471,-0.509896717414417,-1.85091356924544,1e-10,2.40925925925926e-08,1.77933723196881e-08,1162,"tags=23%, list=11%, signal=21%","Slc41a1/Kifap3/Tbc1d5/Btbd8/Jak2/Ocrl/Fas/Lipe/Marcksl1/Inpp5f/Pkd2/Bbs9/Alpk2/Cyth1/Plpp1/Plekha1/Psen2/Fchsd2/Picalm/Gphn/Gna12/Chrna9/Rgs9/Pick1/Itgam/Pard3b/Abcc1/Nt5e/Stx11/Prkab2/Ttc8/Rapgef6/Ldlr/Slc39a8/Scarb1/Ripor2/Gnaq/Dstyk/Ptk2/Rhob/Cdkl5/Anxa4/Kctd12/Nos1ap/Jcad/Rapgef4/Src/Plekho1/Tfpi/Myo1d/Akap6/Plcg2/Tgfbr1/Cnnm2/Dlg4/Mttp/Insr/Akap7/Itgav/Abcg2/Bmpr2/Nectin1/Car2/Whrn/Slc26a6/Nod2/Ston1/Tirap/Il6ra/Trf/Anxa1/Pemt/Lrp12/Cd9/Pld1/Igf1r/Plpp2/Fscn1/Psd3/Cd81/App/Cacnb3/Cask/Krt8/Lrp1/Stx3/Cpe/Cd24a/Nrp2/Sh3bp4/Ptgs2/Rab27b/Fn1/Il18/Marcks/Myof/Krt19/Itga5/Nrg1/Dab2/Slc7a11/Slc22a21/Ctnnd1/Abca1/Cadm1/Anpep/Eps8"
