"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002443","BP","GO:0002443","leukocyte mediated immunity",214,0.541733839074626,2.07773485455557,1.97901706544553e-10,9.73818636018712e-08,8.56800320784014e-08,675,"tags=20%, list=6%, signal=19%","Ighm/H2-Q6/Itgam/Nlrp3/Il1b/Syk/H2-Q4/Lilrb4a/Cxcl1/Trbc1/Icam1/H2-Q7/H2-K1/Ncf1/Tap1/Itgb2/Rftn1/B2m/Rac2/Stap1/Nr4a3/Myo1g/Myo1f/Lat2/H2-D1/Il7r/Il21r/Ptpn6/Ptprc/Plcg2/Coro1a/Tnfrsf1b/Tfrc/P2rx7/H2-M3/Il20rb/Pou2f2/Havcr2/Tap2/Spn/Pram1/Inpp5d"
"GO:0005615","CC","GO:0005615","extracellular space",377,0.484071935856098,1.93138811885183,2.09552119647433e-10,9.73818636018712e-08,8.56800320784014e-08,1378,"tags=27%, list=13%, signal=24%","Ighm/Try5/H2-Q6/Prss2/Itgam/Ctla2a/Nrg1/Il1b/Osm/H2-Q4/Xdh/Csf2/4930486L24Rik/Cxcl3/Ctla2b/Srgn/Ckm/Entpd1/Cxcl1/S100a9/Tnfsf13b/Trbc1/Icam1/H2-Q7/Ceacam16/Xylt1/Sema4d/Hpse/Cxcl2/H2-K1/Slpi/Csf1/Sorl1/Plat/Pecam1/Ccl5/B2m/Ccl3/Tg/Col23a1/Cd274/Clec2g/H2bc18/H2-D1/Itga4/Wnt5b/Ndnf/Mmp13/Tfrc/Ccl4/a/Serpinb1a/Ctss/H2-M3/Serpinc1/Amy1/Anpep/Procr/Pglyrp1/Fam20a/Hmgb2/Spn/S100a13/Gars/Hmgn2/Rpl39/Metrn/Cela1/Crtap/Col20a1/S100a8/Fam151b/Fabp5/S100a11/Tff1/Hba-a1/Nucb2/Hdgf/Fuca2/Glb1l/Flt3l/Sod1/Apol8/Sema3c/Fas/Fau/Gcnt1/Lrp8/Adam15/Cd74/Rap2b/Kars/Ldlr/Il18bp/S100a10/Sema4b/Thbs1/Serpini1/Mif/Dand5"
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway",112,0.630259561149333,2.24920472140509,8.4318962936121e-10,3.22693631095531e-07,2.8391735012175e-07,816,"tags=27%, list=8%, signal=25%","Ighm/Syk/Lilrb4a/Trbc1/Itk/Fcho1/Pde4b/Rftn1/Laptm5/Cd247/Stap1/Fyn/Nr4a3/Prkcb/Myo1g/Lat2/Prkch/Ptpn6/Ptprc/Plcg2/Skap1/Mef2c/Lck/Pram1/Lpxn/Ptpn22/Vav3/Fcer1g/Txk/Tyrobp"
"GO:0002757","BP","GO:0002757","immune response-activating signal transduction",113,0.628301640397707,2.24452161255197,7.8734762231695e-10,3.22693631095531e-07,2.8391735012175e-07,816,"tags=27%, list=8%, signal=25%","Ighm/Syk/Lilrb4a/Trbc1/Itk/Fcho1/Pde4b/Rftn1/Laptm5/Cd247/Stap1/Fyn/Nr4a3/Prkcb/Myo1g/Lat2/Prkch/Ptpn6/Ptprc/Plcg2/Skap1/Mef2c/Lck/Pram1/Lpxn/Ptpn22/Vav3/Fcer1g/Txk/Tyrobp"
"GO:0005840","CC","GO:0005840","ribosome",209,0.545960676570217,2.09356011219924,7.99444262708018e-10,3.22693631095531e-07,2.8391735012175e-07,1888,"tags=44%, list=18%, signal=37%","Rps17/Rplp1/Rps27/Rplp2/Uba52/Rps25/Rps15/Rpl41/Rpl35/Rpl31/Rpl32/Rps20/Rps14/Rpl23a/Rps18-ps6/Rpl34/Rpl13a/Rpl35a/Rpl12/Rpl36/Rpl18a/Rpl28/Rps21/Rpl36a/Rps26/Rps8/Rps23/Rpl37/Rpl22/Rps28/Rps15a/Rpl14/Rpl24/Rpl10/Rpl39/Rpl27a/Rpl27/Rps13/Rpl38/Rps29/Rpl29/Rpl11/Rpl4/Rpl37a/Rpl23/Rps19/Rpl21/Hba-a1/Rps16/Rps18/Rps11/Rpl18/Rpsa/Rpl26/Mrpl52/Gm2000/Rpl30/Rpl13/Rps27a/Rps10/Rps12/Rpl5/Nck1/Fau/Rps6/Mrpl33/Rpl17/Rps3a1/Eif2a/Mrps21/Rps24/Rpl6/Mrps18c/Rps27rt/Rpl10a/Mrpl35/Rpl19/Rps9/Rps7/Rplp0/Nsun3/Rpl22l1/Mrps5/Mrpl53/Rps5/Rpl15/Rack1/Mrps33/Rps27l/Dap3/Rpl9/Mrpl48"
"GO:0098552","CC","GO:0098552","side of membrane",271,0.510819722692854,2.0077030950574,9.73728734111392e-10,3.51948841340484e-07,3.09657126087588e-07,1523,"tags=28%, list=14%, signal=25%","Ighm/H2-Q6/Itgam/Syk/H2-Q4/Gnb5/Ccrl2/Lilrb4a/Tiam1/Entpd1/Cd80/Trbc1/Icam1/H2-Q7/Il12rb2/Rgs1/Ryr1/H2-K1/Itgb2/Pecam1/B2m/Cd5/Fyn/Cd274/Clec2g/Itgae/H2-D1/Il7r/Itga4/Gngt2/Il21r/Csf2ra/Ptprc/Ccr1/Tfrc/Epm2a/Tnfrsf18/P2rx7/H2-M3/Anpep/Lck/Slc7a5/Itga11/Dnajc19/Spn/Kcnab2/Il12rb1/Ptpn22/Heg1/Ldlrap1/Fcer1g/Ppp3ca/Il2rg/Borcs7/L1cam/Gnb4/G6pdx/S100a6/Flt3l/Il31ra/Fas/Snapin/Gm2a/Cd74/Ly75/Ldlr/Thbs1/Clec2d/Cdip1/Htra2/Cd4/Itga2b/Abcb1b/Racgap1/Dlg1/P4hb"
"GO:0002252","BP","GO:0002252","immune effector process",329,0.490737317742603,1.94952930205713,1.5081666285987e-09,5.16428004508587e-07,4.54371752150678e-07,675,"tags=17%, list=6%, signal=16%","Ighm/H2-Q6/Casp4/Apbb1ip/Itgam/Nlrp3/Il1b/Syk/H2-Q4/Lilrb4a/Cxcl1/Trbc1/Icam1/H2-Q7/Dock10/H2-K1/Ncf1/Tap1/Itgb2/Rftn1/Lcp1/B2m/Laptm5/Ddx60/Rac2/Stap1/Nr4a3/Myo1g/Myo1f/Lat2/H2-D1/Il7r/Il21r/Ptpn6/Ptprc/Plcg2/Coro1a/Tnfrsf1b/Tfrc/Nod1/P2rx7/H2-M3/Rgcc/Rora/Dock2/Il20rb/Pou2f2/Havcr2/Pglyrp1/Tap2/Spn/Pram1/Nlrx1/Ptpn22/Inpp5d"
"GO:0050776","BP","GO:0050776","regulation of immune response",452,0.451950805058284,1.81835947738456,1.97546895698105e-09,6.42620051705937e-07,5.65400009898051e-07,675,"tags=15%, list=6%, signal=15%","Ighm/H2-Q6/Itgam/Nlrp3/Il1b/Syk/H2-Q4/Lilrb4a/Nlrc5/Samsn1/Tnfsf13b/Trbc1/H2-Q7/Itk/Fcho1/Pde4b/H2-K1/Tnip3/Ncf1/Tap1/Itgb2/Rftn1/B2m/Laptm5/Ddx60/Rac2/Arg2/Cd247/Stap1/Fyn/Nr4a3/Prkcb/Myo1g/Cd274/Myo1f/Lat2/Prkch/H2-D1/Il7r/Ptpn6/Ptprc/Plcg2/Tnfrsf1b/Ccr1/Tfrc/Skap1/Nod1/P2rx7/Serpinb1a/H2-M3/Rgcc/Mef2c/Adam8/Nlrc3/Il20rb/Havcr2/Pglyrp1/Lck/Hmgb2/Tap2/Spn/Pram1/Lpxn/Nlrx1/Il12rb1/Ptpn22/Gsdme/Vav3/Inpp5d"
"GO:0003823","MF","GO:0003823","antigen binding",31,0.82157472299522,2.36825303367618,2.94727130086155e-09,8.71588503791149e-07,7.6685460928637e-07,576,"tags=39%, list=5%, signal=37%","Ighm/H2-Q6/H2-Q4/Trbc1/H2-Q7/H2-K1/Tap1/H2-D1/Itga4/H2-M3/Lck/Tap2"
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway",114,0.622430332351774,2.22406270690667,2.89329187437368e-09,8.71588503791149e-07,7.6685460928637e-07,816,"tags=26%, list=8%, signal=25%","Ighm/Syk/Lilrb4a/Trbc1/Itk/Fcho1/Pde4b/Rftn1/Laptm5/Cd247/Stap1/Fyn/Nr4a3/Prkcb/Myo1g/Lat2/Prkch/Ptpn6/Ptprc/Plcg2/Skap1/Mef2c/Lck/Pram1/Lpxn/Ptpn22/Vav3/Fcer1g/Txk/Tyrobp"
"GO:0009897","CC","GO:0009897","external side of plasma membrane",142,0.589620378268135,2.17574565656118,3.63089759114263e-09,9.97518372564238e-07,8.77652193117984e-07,761,"tags=27%, list=7%, signal=26%","Ighm/H2-Q6/Itgam/H2-Q4/Ccrl2/Lilrb4a/Entpd1/Cd80/Trbc1/Icam1/H2-Q7/Il12rb2/H2-K1/Itgb2/Pecam1/B2m/Cd5/Cd274/Clec2g/Itgae/H2-D1/Il7r/Itga4/Il21r/Csf2ra/Ptprc/Ccr1/Tfrc/Tnfrsf18/P2rx7/H2-M3/Anpep/Slc7a5/Itga11/Spn/Il12rb1/Heg1/Fcer1g/Il2rg"
"GO:0000981","MF","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",572,-0.313441736730112,-1.66622736431977,3.6797480697113e-09,9.97518372564238e-07,8.77652193117984e-07,2642,"tags=36%, list=25%, signal=29%","Zfp141/Zbtb38/Trps1/Glis3/Zfp984/Zfp874b/Irf1/Zfp446/Zfp869/Crem/AU041133/Zfp523/Hivep2/Platr25/Zfp738/Zfp874a/Foxp4/Zkscan1/Zfp574/Stat1/Zfp963/Elk4/Tcf7l2/Zfp426/Zfp940/Zfp513/Zfp975/Zfp668/Zfp397/Zfp655/Zbtb39/Zfp607a/Zbtb37/Sp3/Zfp553/Zscan2/2610021A01Rik/Zfp202/Gtf2i/Zfp644/Zbtb33/Bhlhe40/Zfp319/Zbtb8a/Zfp606/Smad1/Zfp263/Mxi1/Zfp729b/Nr1h2/Zfp866/4930522L14Rik/Nkrf/Zfp808/Zscan18/Zfp69/Zfp51/Gm14325/Zfp951/Klf6/Rsl1/Nr4a2/Zfp943/Zfp707/Bhlhe41/Crebrf/Zfp748/Zfp74/Runx2/Zfp746/Fosb/Zfp236/Zfp771/Zfp946/Thap11/Zfp369/Zhx2/Hbp1/Pbx2/Zfp386/Ikzf5/Litaf/Sp4/Tshz1/Zfp971/Mxd1/Klf2/Dbp/Dmtf1/Zfp825/Zkscan14/Egr1/Adnp/Pou6f1/Skil/2610008E11Rik/Zfp790/Zfp692/Zfp944/Zfp157/Zfp58/Kmt2d/Zfp719/Zfp563/Zfp938/Zkscan5/A630001G21Rik/Zfp760/Creb1/Zfp12/Zfp341/Foxk1/Zfp764/Gm12258/Zfp219/Zfp959/Zkscan7/Zfp110/Zscan12/Zfp182/Jun/Zfp595/Stat2/Tcf4/Usf1/Irf9/Jund/5430403G16Rik/Zfp41/Zbtb40/Zfp637/Zfp566/Xbp1/Cux1/Nfya/Zfp617/Nr2f6/Zscan26/Zfp420/Zfp398/Zbtb41/Zbtb4/A430033K04Rik/Hes1/Zfp120/Zfp931/Zbtb42/Maz/Zfp934/Zfp958/Zfp119b/Zgpat/Zbtb14/AI987944/Cebpb/Zfp758/Vdr/Zfp281/Zfp518a/Rest/Tfcp2/Zfp329/Zfp873/Runx3/AW146154/Mnt/Zfp322a/Zfp763/Irf3/Zfp605/Zfp677/Zscan21/Rarg/Fos/Zscan29/Zfp119a/Tfeb/Zfp458/Tsc22d1/Zfp65/Homez/Zbtb24/Zfp324/Zfhx2/Esrra/Zfp579/Zfp68/Irf7/Klf10/Zfp953/Zkscan3/Meis3/Tcf7/Rbak/Sox4/Cebpd/Pbx1/Ahr/Atf3/Zfp467/Nfatc2/Hes6/Junb/Zfp62/Egr3/Hhex/Nfatc1/Zfp629"
"GO:0002682","BP","GO:0002682","regulation of immune system process",791,0.395074103337309,1.60984612180825,6.1590137557439e-09,1.60282173979479e-06,1.41021965489412e-06,772,"tags=14%, list=7%, signal=14%","Ighm/H2-Q6/Casp4/Itgam/Ctla2a/Nlrp3/Il1b/Syk/H2-Q4/Lilrb4a/Nlrc5/Samsn1/Cxcl1/Cd80/Tnfsf13b/Trbc1/Icam1/H2-Q7/Itk/Il12rb2/Fcho1/Slc7a11/Pde4b/H2-K1/Tnip3/Csf1/Ncf1/Tap1/Gpsm3/Itgb2/Pecam1/Ccl5/Rftn1/Ccdc88b/B2m/Laptm5/Ccl3/Ddx60/Ikzf1/Rac2/Arg2/Cd101/Cd5/Cd247/Stap1/Fyn/Nr4a3/Prkcb/Myo1g/Cd274/Clec2g/Myo1f/Lat2/Prkch/H2-D1/Il7r/Itga4/Ptpn6/Ptprc/Plcg2/Rassf2/Evi2b/Stk10/Coro1a/Tnfrsf1b/Ccr1/Ripor2/Tfrc/Fancd2/Skap1/Tnfrsf18/Nod1/P2rx7/P4htm/Serpinb1a/H2-M3/Inpp4b/Rgcc/Mef2c/Adam8/Rora/Zbtb46/Lst1/Nlrc3/Il20rb/Dapk2/Havcr2/Pglyrp1/Tsc22d3/Lck/Hmgb2/Tap2/Spn/Ets1/Pram1/Lpxn/Zc3h12d/Nlrx1/Il12rb1/Mtus1/Ptpn22/Gsdme/Vav3/Inpp5d/Mitf/Blm/Fcer1g/Ppp3ca/Il2rg/Txk"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway",99,0.635059553291119,2.23123303370115,6.71775263256052e-09,1.68098840874764e-06,1.47899347432648e-06,772,"tags=26%, list=7%, signal=25%","Ighm/Syk/Lilrb4a/Trbc1/Itk/Fcho1/Pde4b/Rftn1/Laptm5/Cd247/Stap1/Fyn/Prkcb/Lat2/Prkch/Ptpn6/Ptprc/Plcg2/Skap1/Mef2c/Lck/Pram1/Lpxn/Ptpn22/Vav3/Txk"
"GO:0002699","BP","GO:0002699","positive regulation of immune effector process",153,0.568282646621003,2.10692926177925,9.1039357753994e-09,2.19371133906476e-06,1.93010537023867e-06,399,"tags=17%, list=4%, signal=17%","H2-Q6/Casp4/Itgam/Nlrp3/Il1b/Syk/H2-Q4/Lilrb4a/Cxcl1/H2-Q7/H2-K1/Itgb2/B2m/Laptm5/Ddx60/Rac2/Stap1/Nr4a3/H2-D1/Ptpn6/Ptprc/Plcg2/Tfrc/Nod1/P2rx7/H2-M3"
